claim_id,employee_id,amount,expense_category,claim_date,submission_date,receipt_attached,policy_id,approval_status,approved_by
EXP-018655,EMP-14776,282.38,Accommodation,2023-05-02,2023-05-11,True,POL-0018,APPROVED,MGR-7414
EXP-018656,EMP-50219,2689.49,Equipment,2023-06-20,2023-06-20,True,POL-0012,APPROVED,MGR-9216
EXP-018657,EMP-7488,878.71,Equipment,2023-04-04,2023-04-10,False,POL-0005,REJECTED,
EXP-018658,EMP-RM901,136.75,Entertainment,2024-09-06,2024-09-09,True,POL-0010,APPROVED,MGR-7040
EXP-018659,EMP-12236,8725.8,Consulting,2021-03-10,2021-03-18,True,POL-0017,APPROVED,MGR-7488
EXP-018660,EMP-RM684,2170.62,Equipment,2022-02-18,2022-03-04,True,POL-0019,APPROVED,MGR-6467
EXP-018661,EMP-17934,49.36,Accommodation,2021-11-19,2021-11-28,True,POL-0016,APPROVED,MGR-2496
EXP-018662,EMP-31169,2035.47,Travel,2022-12-02,2022-12-06,False,POL-0004,REJECTED,
EXP-018663,EMP-29638,63.78,Meals,2022-10-07,2022-10-19,True,POL-0004,APPROVED,MGR-9216
EXP-018664,EMP-39022,250.31,Software,2023-06-16,2023-06-21,True,POL-0012,APPROVED,MGR-3796
EXP-018665,EMP-60485,3558.05,Marketing,2023-12-25,2023-12-27,True,POL-0015,PENDING,
EXP-018666,EMP-30948,212.15,Accommodation,2023-10-30,2023-11-07,True,POL-0016,APPROVED,MGR-4619
EXP-018667,EMP-1617,135.15,Office Supplies,2022-03-14,2022-03-18,True,POL-0010,APPROVED,MGR-8247
EXP-018668,EMP-70626,2674.89,Training,2023-08-21,2023-09-02,True,POL-0008,APPROVED,MGR-5188
EXP-018669,EMP-20293,863.31,Travel,2021-03-06,2021-03-10,True,POL-0003,APPROVED,MGR-3953
EXP-018670,EMP-49061,34.24,Entertainment,2024-03-31,2024-03-31,True,POL-0005,APPROVED,MGR-3835
EXP-018671,EMP-71945,298.47,Office Supplies,2024-06-12,2024-06-19,True,POL-0004,APPROVED,MGR-5683
EXP-018672,EMP-RM335,2617.33,Equipment,2024-12-27,2024-12-31,True,POL-0002,APPROVED,MGR-2060
EXP-018673,EMP-40422,5779.97,Marketing,2024-03-30,2024-04-12,True,POL-0007,APPROVED,MGR-6637
EXP-018674,EMP-33625,6083.7,Marketing,2023-01-11,2023-01-13,True,POL-0016,APPROVED,MGR-2279
EXP-018675,EMP-16824,62.87,Office Supplies,2021-11-09,2021-11-21,True,POL-0001,APPROVED,MGR-7040
EXP-018676,EMP-10509,30.49,Software,2022-02-21,2022-02-28,True,POL-0004,APPROVED,MGR-8648
EXP-018677,EMP-RM537,157.18,Accommodation,2022-12-10,2022-12-20,True,POL-0007,APPROVED,MGR-5449
EXP-018678,EMP-41861,886.89,Software,2024-04-21,2024-04-27,True,POL-0010,APPROVED,MGR-5188
EXP-018679,EMP-10414,10456.41,Consulting,2024-09-09,2024-09-17,True,POL-0003,PENDING,
EXP-018680,EMP-34265,113.94,Office Supplies,2021-01-17,2021-01-26,True,POL-0017,PENDING,
EXP-018681,EMP-15576,3293.65,Marketing,2021-02-04,2021-02-10,True,POL-0009,APPROVED,MGR-6467
EXP-018682,EMP-56716,11.64,Meals,2023-09-27,2023-09-28,True,POL-0002,APPROVED,MGR-3073
EXP-018683,EMP-41077,1415.4,Equipment,2021-06-28,2021-07-01,False,POL-0003,PENDING,
EXP-018684,EMP-64756,30.6,Accommodation,2021-04-02,2021-04-15,True,POL-0001,APPROVED,MGR-7273
EXP-018685,EMP-5037,6692.6,Marketing,2023-10-22,2023-10-25,True,POL-0014,APPROVED,MGR-3796
EXP-018686,EMP-40354,136.26,Entertainment,2024-04-11,2024-04-24,True,POL-0014,APPROVED,MGR-8925
EXP-018687,EMP-5866,573.52,Consulting,2023-08-23,2023-09-05,True,POL-0003,PENDING,
EXP-018688,EMP-30953,542.17,Travel,2021-02-24,2021-02-28,True,POL-0018,APPROVED,MGR-3796
EXP-018689,EMP-RM475,43.13,Meals,2021-11-18,2021-11-30,True,POL-0018,PENDING,
EXP-018690,EMP-58918,6287.31,Consulting,2022-04-09,2022-04-18,True,POL-0003,APPROVED,MGR-3910
EXP-018691,EMP-67277,948.73,Software,2021-12-03,2021-12-07,True,POL-0007,APPROVED,MGR-3953
EXP-018692,EMP-RM299,23.05,Meals,2021-12-11,2021-12-11,True,POL-0004,APPROVED,MGR-4674
EXP-018693,EMP-RM067,280.27,Travel,2024-05-24,2024-05-26,True,POL-0017,APPROVED,MGR-1877
EXP-018694,EMP-28285,165.69,Office Supplies,2023-11-03,2023-11-15,True,POL-0010,APPROVED,MGR-9536
EXP-018695,EMP-54653,70.82,Meals,2023-10-17,2023-10-22,True,POL-0018,APPROVED,MGR-8925
EXP-018696,EMP-RM174,104.36,Entertainment,2023-10-15,2023-10-24,False,POL-0018,PENDING,
EXP-018697,EMP-61094,296.54,Equipment,2022-11-24,2022-12-06,True,POL-0012,APPROVED,MGR-4911
EXP-018698,EMP-40555,243.34,Accommodation,2022-01-29,2022-02-06,True,POL-0004,APPROVED,MGR-3910
EXP-018699,EMP-9351,698.8,Software,2024-12-12,2024-12-17,True,POL-0020,APPROVED,MGR-2496
EXP-018700,EMP-12702,1031.16,Travel,2022-08-03,2022-08-05,False,POL-0019,PENDING,
EXP-018701,EMP-48973,11.68,Meals,2022-09-14,2022-09-20,True,POL-0016,APPROVED,MGR-7273
EXP-018702,EMP-40372,162.54,Accommodation,2021-08-12,2021-08-12,True,POL-0016,APPROVED,MGR-1877
EXP-018703,EMP-RM609,2084.4,Training,2021-03-06,2021-03-09,True,POL-0005,APPROVED,MGR-7273
EXP-018704,EMP-42016,2715.57,Consulting,2023-05-30,2023-05-30,False,POL-0011,PENDING,
EXP-018705,EMP-16136,4132.76,Training,2022-12-09,2022-12-12,True,POL-0007,APPROVED,MGR-8005
EXP-018706,EMP-41895,116.63,Accommodation,2024-10-22,2024-11-03,True,POL-0008,APPROVED,MGR-2496
EXP-018707,EMP-15508,2241.96,Travel,2024-01-11,2024-01-19,True,POL-0018,APPROVED,MGR-6032
EXP-018708,EMP-51355,5650.32,Marketing,2022-04-04,2022-04-15,True,POL-0013,APPROVED,MGR-3767
EXP-018709,EMP-329,8340.95,Travel,2024-04-16,2024-04-18,True,POL-0015,FLAGGED,
EXP-018710,EMP-17321,1940.9,Training,2023-11-12,2023-11-15,True,POL-0017,APPROVED,MGR-9536
EXP-018711,EMP-31698,22.22,Consulting,2024-10-01,2024-10-13,True,POL-0017,APPROVED,MGR-9261
EXP-018712,EMP-36303,11327.5,Consulting,2022-01-04,2022-01-09,True,POL-0018,APPROVED,MGR-5683
EXP-018713,EMP-72360,50.14,Meals,2024-06-25,2024-07-09,True,POL-0010,APPROVED,MGR-6032
EXP-018714,EMP-37405,1900.0,Marketing,2021-08-08,2021-08-09,True,POL-0020,APPROVED,MGR-9921
EXP-018715,EMP-481,4964.49,Marketing,2022-02-11,2022-02-18,True,POL-0001,APPROVED,MGR-9921
EXP-018716,EMP-36864,169.7,Office Supplies,2021-01-05,2021-01-19,True,POL-0012,APPROVED,MGR-2496
EXP-018717,EMP-RM301,177.81,Entertainment,2024-08-20,2024-08-31,True,POL-0013,APPROVED,MGR-8161
EXP-018718,EMP-56901,193.46,Training,2022-11-21,2022-11-29,True,POL-0013,APPROVED,MGR-7414
EXP-018719,EMP-19635,405.87,Office Supplies,2024-07-24,2024-08-04,True,POL-0009,PENDING,
EXP-018720,EMP-RM1175,288.67,Software,2022-11-12,2022-11-14,True,POL-0013,APPROVED,MGR-6637
EXP-018721,EMP-61548,566.98,Travel,2022-06-07,2022-06-10,True,POL-0013,PENDING,
EXP-018722,EMP-40988,2288.59,Equipment,2023-11-23,2023-12-01,True,POL-0018,APPROVED,MGR-3767
EXP-018723,EMP-50632,4981.75,Marketing,2024-12-30,2025-01-03,False,POL-0012,PENDING,
EXP-018724,EMP-54458,2671.18,Training,2022-11-07,2022-11-18,True,POL-0003,APPROVED,MGR-4911
EXP-018725,EMP-72126,4898.38,Marketing,2022-04-24,2022-04-25,True,POL-0017,APPROVED,MGR-4806
EXP-018726,EMP-13302,1319.26,Marketing,2021-12-27,2021-12-28,True,POL-0010,PENDING,
EXP-018727,EMP-15401,1356.04,Travel,2024-09-23,2024-10-01,True,POL-0015,APPROVED,MGR-5188
EXP-018728,EMP-16540,7636.06,Consulting,2024-05-26,2024-06-02,True,POL-0020,APPROVED,MGR-9004
EXP-018729,EMP-39658,4679.03,Training,2024-01-08,2024-01-14,True,POL-0003,APPROVED,MGR-9216
EXP-018730,EMP-48841,354.43,Office Supplies,2023-01-28,2023-01-31,True,POL-0004,APPROVED,MGR-6637
EXP-018731,EMP-RM981,6380.44,Consulting,2023-03-11,2023-03-17,False,POL-0013,REJECTED,
EXP-018732,EMP-48802,17.22,Meals,2022-03-29,2022-04-09,True,POL-0005,APPROVED,MGR-6637
EXP-018733,EMP-27521,33879.84,Marketing,2023-04-23,2023-04-28,True,POL-0019,FLAGGED,
EXP-018734,EMP-20412,49.11,Meals,2022-10-20,2022-10-29,True,POL-0007,APPROVED,MGR-3517
EXP-018735,EMP-41111,312.08,Office Supplies,2022-05-13,2022-05-22,True,POL-0018,APPROVED,MGR-3767
EXP-018736,EMP-52746,128.42,Entertainment,2022-01-29,2022-02-02,True,POL-0013,APPROVED,MGR-8925
EXP-018737,EMP-67987,123.04,Entertainment,2021-05-05,2021-05-05,True,POL-0015,PENDING,
EXP-018738,EMP-10878,2261.48,Training,2023-06-27,2023-06-28,True,POL-0015,APPROVED,MGR-6467
EXP-018739,EMP-23516,103.17,Entertainment,2023-01-24,2023-01-31,True,POL-0010,APPROVED,MGR-2668
EXP-018740,EMP-RM150,156.03,Entertainment,2024-04-25,2024-05-08,True,POL-0014,APPROVED,MGR-3024
EXP-018741,EMP-67472,3484.76,Training,2023-01-31,2023-02-13,False,POL-0007,REJECTED,
EXP-018742,EMP-65184,282.52,Accommodation,2021-05-01,2021-05-11,True,POL-0009,APPROVED,MGR-7273
EXP-018743,EMP-37999,3225.32,Training,2021-10-26,2021-11-07,True,POL-0020,PENDING,
EXP-018744,EMP-60541,26.75,Meals,2022-08-10,2022-08-12,True,POL-0001,APPROVED,MGR-4619
EXP-018745,EMP-58366,37.72,Entertainment,2022-11-24,2022-12-05,False,POL-0019,APPROVED,MGR-9004
EXP-018746,EMP-520,1131.19,Marketing,2023-10-03,2023-10-17,True,POL-0017,APPROVED,MGR-3910
EXP-018747,EMP-7382,66.24,Equipment,2021-03-10,2021-03-14,True,POL-0013,APPROVED,MGR-7488
EXP-018748,EMP-40347,187.25,Entertainment,2023-08-16,2023-08-27,True,POL-0006,APPROVED,MGR-9216
EXP-018749,EMP-33746,231.1,Accommodation,2022-06-29,2022-07-09,True,POL-0012,APPROVED,MGR-3953
EXP-018750,EMP-31419,84.71,Entertainment,2022-05-12,2022-05-19,False,POL-0006,PENDING,
EXP-018751,EMP-7144,2351.76,Marketing,2024-08-16,2024-08-30,False,POL-0014,PENDING,
EXP-018752,EMP-58456,101.39,Entertainment,2023-08-09,2023-08-14,True,POL-0005,APPROVED,MGR-4505
EXP-018753,EMP-69977,743.7,Travel,2021-04-26,2021-05-04,True,POL-0018,APPROVED,MGR-7488
EXP-018754,EMP-38779,179.54,Entertainment,2024-07-23,2024-07-25,True,POL-0018,APPROVED,MGR-8247
EXP-018755,EMP-74387,83.67,Marketing,2023-08-30,2023-09-04,True,POL-0001,APPROVED,MGR-4806
EXP-018756,EMP-72834,12082.42,Consulting,2023-08-03,2023-08-09,True,POL-0008,APPROVED,MGR-6032
EXP-018757,EMP-70591,206.9,Accommodation,2021-08-16,2021-08-29,True,POL-0016,APPROVED,MGR-4730
EXP-018758,EMP-27644,58.13,Meals,2024-03-15,2024-03-25,True,POL-0014,APPROVED,MGR-4619
EXP-018759,EMP-32815,57.79,Meals,2022-07-17,2022-07-25,True,POL-0015,APPROVED,MGR-6467
EXP-018760,EMP-16498,2325.63,Equipment,2021-01-02,2021-01-04,False,POL-0018,PENDING,
EXP-018761,EMP-16113,30.87,Meals,2021-01-27,2021-01-29,True,POL-0007,APPROVED,MGR-3910
EXP-018762,EMP-RM1305,1029.04,Marketing,2024-10-02,2024-10-11,True,POL-0015,APPROVED,MGR-8115
EXP-018763,EMP-59791,4846.3,Consulting,2022-01-15,2022-01-26,True,POL-0007,APPROVED,MGR-7414
EXP-018764,EMP-74265,119.56,Travel,2022-03-01,2022-03-13,True,POL-0011,APPROVED,MGR-2668
EXP-018765,EMP-47489,4548.83,Marketing,2024-02-15,2024-02-24,False,POL-0009,PENDING,
EXP-018766,EMP-RM421,163.73,Entertainment,2022-09-18,2022-09-29,True,POL-0005,APPROVED,MGR-4711
EXP-018767,EMP-4817,26.05,Software,2024-06-22,2024-06-23,True,POL-0003,APPROVED,MGR-3496
EXP-018768,EMP-2975,1782.45,Travel,2024-07-23,2024-08-01,True,POL-0017,APPROVED,MGR-5683
EXP-018769,EMP-45997,2370.82,Equipment,2024-06-18,2024-06-20,True,POL-0020,APPROVED,MGR-5683
EXP-018770,EMP-30723,6241.4,Marketing,2022-07-03,2022-07-04,True,POL-0009,APPROVED,MGR-2060
EXP-018771,EMP-63357,57.75,Entertainment,2024-03-18,2024-03-21,False,POL-0005,APPROVED,MGR-3835
EXP-018772,EMP-52540,1434.88,Consulting,2021-05-27,2021-05-30,True,POL-0003,APPROVED,MGR-6637
EXP-018773,EMP-RM1423,181.0,Software,2023-10-25,2023-10-30,True,POL-0018,APPROVED,MGR-4730
EXP-018774,EMP-17774,1665.83,Travel,2022-02-06,2022-02-10,True,POL-0016,APPROVED,MGR-9536
EXP-018775,EMP-23595,413.15,Office Supplies,2021-07-16,2021-07-16,True,POL-0003,APPROVED,MGR-7209
EXP-018776,EMP-32661,1514.45,Office Supplies,2021-03-09,2021-03-16,True,POL-0014,FLAGGED,
EXP-018777,EMP-62401,226.35,Software,2021-06-01,2021-06-01,True,POL-0011,APPROVED,MGR-7110
EXP-018778,EMP-4366,5394.5,Consulting,2023-02-05,2023-02-12,True,POL-0010,APPROVED,MGR-3496
EXP-018779,EMP-12262,3151.15,Training,2021-08-07,2021-08-10,True,POL-0001,APPROVED,MGR-3496
EXP-018780,EMP-33772,2318.56,Equipment,2021-05-04,2021-05-16,True,POL-0010,APPROVED,MGR-8247
EXP-018781,EMP-17714,90.76,Software,2024-04-10,2024-04-19,True,POL-0015,APPROVED,MGR-5449
EXP-018782,EMP-12076,606.59,Marketing,2023-06-12,2023-06-17,True,POL-0006,APPROVED,MGR-8161
EXP-018783,EMP-53078,98.63,Entertainment,2023-05-06,2023-05-13,True,POL-0002,APPROVED,MGR-2413
EXP-018784,EMP-15739,658.24,Software,2021-02-26,2021-03-11,True,POL-0015,APPROVED,MGR-3767
EXP-018785,EMP-16214,1057.89,Marketing,2022-05-15,2022-05-29,True,POL-0010,APPROVED,MGR-4806
EXP-018786,EMP-55813,1662.48,Equipment,2022-07-26,2022-08-05,True,POL-0007,APPROVED,MGR-3748
EXP-018787,EMP-38856,156.32,Accommodation,2022-05-04,2022-05-11,True,POL-0005,APPROVED,MGR-5188
EXP-018788,EMP-42543,177.9,Accommodation,2024-09-04,2024-09-08,True,POL-0016,APPROVED,MGR-5188
EXP-018789,EMP-45751,349.65,Office Supplies,2022-03-16,2022-03-24,True,POL-0011,APPROVED,MGR-4911
EXP-018790,EMP-RM656,697.34,Software,2022-07-16,2022-07-24,True,POL-0010,APPROVED,MGR-3953
EXP-018791,EMP-52210,408.64,Software,2023-01-07,2023-01-18,True,POL-0017,APPROVED,MGR-3953
EXP-018792,EMP-30394,149.66,Entertainment,2023-05-26,2023-05-30,True,POL-0008,APPROVED,MGR-8161
EXP-018793,EMP-74459,423.42,Office Supplies,2023-03-21,2023-04-03,True,POL-0016,APPROVED,EMP-74459
EXP-018794,EMP-69150,697.74,Software,2022-01-28,2022-02-06,True,POL-0009,APPROVED,MGR-4730
EXP-018795,EMP-30731,21.93,Accommodation,2024-12-15,2024-12-23,True,POL-0010,APPROVED,MGR-5683
EXP-018796,EMP-66077,441.08,Software,2022-11-10,2022-11-12,True,POL-0014,APPROVED,MGR-2060
EXP-018797,EMP-RM1341,434.15,Office Supplies,2022-05-11,2022-05-12,False,POL-0005,APPROVED,MGR-8115
EXP-018798,EMP-RM1101,1102.66,Consulting,2022-06-26,2022-07-04,True,POL-0016,APPROVED,MGR-3953
EXP-018799,EMP-23481,6016.13,Marketing,2024-11-30,2024-12-12,True,POL-0003,APPROVED,MGR-8247
EXP-018800,EMP-61727,8919.26,Marketing,2022-08-19,2022-08-25,True,POL-0010,APPROVED,MGR-2722
EXP-018801,EMP-20547,13059.93,Consulting,2022-09-05,2022-09-14,True,POL-0012,PENDING,
EXP-018802,EMP-1508,10.15,Meals,2023-02-10,2023-02-23,True,POL-0017,APPROVED,MGR-7414
EXP-018803,EMP-19825,115.32,Software,2023-12-27,2024-01-09,True,POL-0013,APPROVED,MGR-6032
EXP-018804,EMP-RM137,976.63,Accommodation,2021-09-19,2021-09-24,True,POL-0014,APPROVED,MGR-9536
EXP-018805,EMP-69835,2142.13,Travel,2024-10-20,2024-10-22,False,POL-0001,APPROVED,MGR-5188
EXP-018806,EMP-26665,23.47,Entertainment,2024-04-07,2024-04-08,True,POL-0013,PENDING,
EXP-018807,EMP-60463,37.2,Accommodation,2023-03-16,2023-03-16,True,POL-0005,APPROVED,MGR-3496
EXP-018808,EMP-RM214,2841.62,Training,2022-05-22,2022-05-22,True,POL-0003,APPROVED,MGR-9536
EXP-018809,EMP-48145,1957.76,Equipment,2023-03-19,2023-03-23,True,POL-0014,APPROVED,MGR-6032
EXP-018810,EMP-57934,1983.57,Equipment,2021-07-04,2021-07-16,True,POL-0015,APPROVED,MGR-7488
EXP-018811,EMP-68699,6768.22,Consulting,2022-08-09,2022-08-23,True,POL-0019,APPROVED,MGR-6032
EXP-018812,EMP-13606,70.79,Entertainment,2023-05-12,2023-05-24,True,POL-0004,APPROVED,MGR-9004
EXP-018813,EMP-13024,133.47,Accommodation,2021-07-03,2021-07-13,True,POL-0014,PENDING,
EXP-018814,EMP-50131,2381.05,Training,2021-11-16,2021-11-23,True,POL-0002,APPROVED,MGR-3796
EXP-018815,EMP-31192,7382.98,Consulting,2022-11-07,2022-11-13,True,POL-0001,APPROVED,MGR-4711
EXP-018816,EMP-29651,43.2,Accommodation,2021-06-23,2021-06-25,True,POL-0012,APPROVED,MGR-8115
EXP-018817,EMP-52623,28.12,Meals,2022-08-02,2022-08-06,True,POL-0016,APPROVED,MGR-2060
EXP-018818,EMP-14721,354.18,Office Supplies,2023-07-29,2023-07-30,True,POL-0007,APPROVED,MGR-5683
EXP-018819,EMP-4665,14.39,Meals,2022-06-28,2022-07-02,True,POL-0001,APPROVED,MGR-3796
EXP-018820,EMP-43015,56.15,Accommodation,2023-04-25,2023-05-05,True,POL-0003,APPROVED,MGR-5449
EXP-018821,EMP-30828,54.06,Marketing,2022-04-04,2022-04-10,True,POL-0018,APPROVED,MGR-9536
EXP-018822,EMP-15671,132.21,Accommodation,2024-04-12,2024-04-15,True,POL-0014,APPROVED,MGR-6032
EXP-018823,EMP-14126,3844.84,Training,2024-07-14,2024-07-25,True,POL-0010,APPROVED,MGR-9216
EXP-018824,EMP-40461,2716.71,Marketing,2021-02-07,2021-02-13,False,POL-0001,REJECTED,
EXP-018825,EMP-51859,406.34,Marketing,2024-05-31,2024-06-01,True,POL-0008,PENDING,
EXP-018826,EMP-35370,1410.25,Training,2023-05-26,2023-06-05,True,POL-0016,APPROVED,MGR-6345
EXP-018827,EMP-27906,739.24,Equipment,2023-02-07,2023-02-07,True,POL-0003,APPROVED,MGR-8115
EXP-018828,EMP-57932,868.09,Equipment,2024-01-22,2024-02-05,True,POL-0015,APPROVED,MGR-2060
EXP-018829,EMP-36927,51.12,Meals,2021-04-24,2021-05-04,True,POL-0015,APPROVED,MGR-9536
EXP-018830,EMP-60988,859.0,Training,2022-01-20,2022-01-22,True,POL-0011,APPROVED,MGR-2496
EXP-018831,EMP-RM1076,139.17,Entertainment,2022-09-01,2022-09-06,True,POL-0008,APPROVED,MGR-9261
EXP-018832,EMP-38276,1856.47,Travel,2021-12-09,2021-12-15,True,POL-0002,APPROVED,MGR-8925
EXP-018833,EMP-13801,2727.5,Marketing,2023-02-13,2023-02-15,True,POL-0010,APPROVED,MGR-4619
EXP-018834,EMP-34116,63.63,Meals,2022-07-18,2022-07-22,True,POL-0010,APPROVED,MGR-5188
EXP-018835,EMP-41381,2770.09,Equipment,2023-05-24,2023-05-29,True,POL-0002,APPROVED,MGR-3910
EXP-018836,EMP-47088,149.75,Entertainment,2024-01-29,2024-01-31,True,POL-0008,APPROVED,MGR-4730
EXP-018837,EMP-6846,1556.84,Consulting,2024-10-29,2024-11-07,True,POL-0007,APPROVED,MGR-8247
EXP-018838,EMP-6848,454.87,Office Supplies,2022-09-23,2022-10-03,True,POL-0014,PENDING,
EXP-018839,EMP-40877,2981.45,Consulting,2022-08-12,2022-08-15,True,POL-0012,PENDING,
EXP-018840,EMP-14265,65.69,Meals,2023-02-16,2023-02-24,True,POL-0011,APPROVED,MGR-8161
EXP-018841,EMP-70611,8990.42,Marketing,2023-02-08,2023-02-18,True,POL-0009,APPROVED,MGR-4505
EXP-018842,EMP-RM215,450.73,Equipment,2022-03-13,2022-03-27,True,POL-0003,PENDING,
EXP-018843,EMP-47965,1526.31,Equipment,2024-04-30,2024-05-09,True,POL-0010,APPROVED,MGR-5188
EXP-018844,EMP-RM881,96.5,Travel,2021-03-28,2021-03-28,True,POL-0005,APPROVED,MGR-4674
EXP-018845,EMP-40128,415.86,Office Supplies,2022-04-20,2022-04-21,True,POL-0007,APPROVED,MGR-4730
EXP-018846,EMP-35552,829.64,Software,2024-06-06,2024-06-17,True,POL-0015,APPROVED,MGR-8247
EXP-018847,EMP-38092,128.99,Accommodation,2024-01-05,2024-01-15,True,POL-0007,APPROVED,MGR-2279
EXP-018848,EMP-RM1365,20.15,Entertainment,2021-12-23,2022-01-06,True,POL-0016,APPROVED,MGR-7110
EXP-018849,EMP-33913,1275.95,Travel,2023-01-02,2023-01-07,True,POL-0016,APPROVED,MGR-7414
EXP-018850,EMP-64153,14.25,Meals,2024-12-12,2024-12-17,True,POL-0015,APPROVED,MGR-3835
EXP-018851,EMP-18474,90.53,Accommodation,2024-09-21,2024-10-02,True,POL-0009,APPROVED,MGR-1012
EXP-018852,EMP-25800,249.48,Accommodation,2024-04-27,2024-04-30,False,POL-0016,REJECTED,
EXP-018853,EMP-43860,28856.67,Marketing,2023-01-24,2023-02-04,True,POL-0006,APPROVED,MGR-6032
EXP-018854,EMP-47264,7149.95,Marketing,2024-11-18,2024-11-21,True,POL-0002,APPROVED,MGR-9261
EXP-018855,EMP-18674,35.85,Meals,2021-03-14,2021-03-22,True,POL-0013,APPROVED,EMP-18674
EXP-018856,EMP-32968,4507.73,Training,2023-03-14,2023-03-16,True,POL-0013,APPROVED,MGR-9536
EXP-018857,EMP-17878,2207.81,Equipment,2023-04-17,2023-04-21,True,POL-0002,APPROVED,EMP-17878
EXP-018858,EMP-RM496,91.08,Entertainment,2024-07-30,2024-08-03,True,POL-0003,APPROVED,MGR-6032
EXP-018859,EMP-55144,6793.43,Marketing,2023-09-01,2023-09-09,True,POL-0011,APPROVED,MGR-4806
EXP-018860,EMP-53470,9459.62,Consulting,2023-08-22,2023-08-27,True,POL-0012,APPROVED,MGR-8161
EXP-018861,EMP-12954,1911.15,Equipment,2022-02-04,2022-02-04,True,POL-0005,APPROVED,MGR-3496
EXP-018862,EMP-36824,2101.63,Training,2023-03-01,2023-03-08,True,POL-0019,APPROVED,MGR-9004
EXP-018863,EMP-48959,62.1,Meals,2022-08-11,2022-08-20,True,POL-0020,APPROVED,MGR-2060
EXP-018864,EMP-73118,1917.2,Equipment,2021-08-12,2021-08-22,True,POL-0002,PENDING,
EXP-018865,EMP-54270,12334.75,Consulting,2024-08-15,2024-08-20,True,POL-0020,APPROVED,MGR-3767
EXP-018866,EMP-17012,25.74,Entertainment,2023-09-22,2023-10-05,True,POL-0005,APPROVED,MGR-4711
EXP-018867,EMP-55238,13867.58,Consulting,2024-08-03,2024-08-16,True,POL-0011,PENDING,
EXP-018868,EMP-6921,158.66,Entertainment,2024-03-20,2024-03-23,True,POL-0007,APPROVED,MGR-7040
EXP-018869,EMP-5343,155.29,Entertainment,2024-12-10,2024-12-16,True,POL-0002,APPROVED,MGR-2496
EXP-018870,EMP-39074,21.93,Meals,2023-09-09,2023-09-20,False,POL-0020,PENDING,
EXP-018871,EMP-65704,219.88,Accommodation,2024-01-21,2024-02-04,True,POL-0002,PENDING,
EXP-018872,EMP-37559,2284.66,Travel,2021-01-19,2021-01-21,True,POL-0009,APPROVED,MGR-2060
EXP-018873,EMP-47849,1902.7,Equipment,2024-10-31,2024-11-09,True,POL-0013,APPROVED,MGR-7414
EXP-018874,EMP-47295,1873.99,Travel,2024-12-06,2024-12-18,True,POL-0018,PENDING,
EXP-018875,EMP-59626,2202.6,Equipment,2022-07-06,2022-07-20,True,POL-0002,APPROVED,MGR-2496
EXP-018876,EMP-47758,2483.54,Marketing,2021-03-12,2021-03-26,False,POL-0004,PENDING,
EXP-018877,EMP-63665,10.92,Meals,2023-04-07,2023-04-07,True,POL-0015,APPROVED,MGR-4505
EXP-018878,EMP-63941,1157.74,Equipment,2022-12-09,2022-12-13,True,POL-0011,APPROVED,MGR-7110
EXP-018879,EMP-41393,126.71,Software,2023-06-16,2023-06-25,True,POL-0001,APPROVED,MGR-8161
EXP-018880,EMP-59616,11.84,Meals,2022-01-22,2022-02-01,True,POL-0002,APPROVED,MGR-2413
EXP-018881,EMP-13989,432.45,Software,2022-06-07,2022-06-21,True,POL-0020,APPROVED,MGR-3835
EXP-018882,EMP-3482,72.38,Entertainment,2023-05-15,2023-05-19,True,POL-0008,APPROVED,MGR-8247
EXP-018883,EMP-12481,620.57,Travel,2022-12-16,2022-12-25,False,POL-0011,PENDING,
EXP-018884,EMP-42172,657.74,Equipment,2023-09-05,2023-09-17,False,POL-0010,REJECTED,
EXP-018885,EMP-33714,206.21,Accommodation,2024-12-27,2025-01-02,True,POL-0014,APPROVED,MGR-6032
EXP-018886,EMP-28690,47.09,Entertainment,2023-07-13,2023-07-15,True,POL-0004,APPROVED,MGR-2413
EXP-018887,EMP-61928,265.15,Marketing,2024-01-29,2024-01-31,True,POL-0006,APPROVED,MGR-7110
EXP-018888,EMP-43104,8972.6,Marketing,2021-06-14,2021-06-22,True,POL-0009,APPROVED,MGR-8247
EXP-018889,EMP-RM963,646.07,Travel,2021-01-17,2021-01-24,True,POL-0015,APPROVED,MGR-3517
EXP-018890,EMP-32035,1762.43,Equipment,2024-12-08,2024-12-09,True,POL-0017,APPROVED,MGR-7273
EXP-018891,EMP-41684,2519.64,Marketing,2023-03-30,2023-04-07,True,POL-0001,APPROVED,MGR-7414
EXP-018892,EMP-10318,1343.19,Marketing,2024-02-16,2024-02-29,True,POL-0010,APPROVED,MGR-2722
EXP-018893,EMP-52289,2363.04,Equipment,2021-09-26,2021-10-10,True,POL-0009,PENDING,
EXP-018894,EMP-69329,231.39,Software,2024-06-29,2024-07-04,False,POL-0015,APPROVED,MGR-4806
EXP-018895,EMP-RM1245,3122.06,Training,2022-11-24,2022-11-24,True,POL-0002,APPROVED,MGR-3767
EXP-018896,EMP-46140,11.1,Meals,2023-05-18,2023-05-20,True,POL-0019,APPROVED,MGR-8247
EXP-018897,EMP-47214,1584.8,Marketing,2023-03-30,2023-04-06,True,POL-0014,APPROVED,MGR-3767
