transaction_id,transaction_date,vendor_id,amount,currency,transaction_type,risk_score,status
TXN-548218,2020-08-21,VND-03376,2422.59,GBP,REIMBURSEMENT,0.746,FLAGGED
TXN-265013,2021-04-23,VND-04036,178924.4,USD,PURCHASE,0.45,COMPLETED
TXN-C1512183804,2022-10-18,VND-02657,499075.15,GBP,ADVANCE,0.779,COMPLETED
TXN-C1782459059,2021-02-17,VND-04970,18657.57,AUD,PURCHASE,0.501,REVERSED
TXN-C2063161693,2022-10-15,VND-02577,2740.31,USD,TRANSFER,0.803,PENDING
TXN-C457009334,2022-04-25,VND-01693,2822.35,GBP,REIMBURSEMENT,0.328,FLAGGED
TXN-C2030580672,2021-01-26,VND-00375,1088.24,GBP,INVOICE,0.209,COMPLETED
TXN-C180575309,2024-02-08,VND-04299,207489.49,AUD,REFUND,0.685,COMPLETED
TXN-350538,2024-10-31,VND-02585,141458.54,AUD,REFUND,0.275,COMPLETED
TXN-C1355639110,2022-09-22,VND-01845,12724.43,AUD,REIMBURSEMENT,0.639,COMPLETED
TXN-254222,2023-01-25,VND-04751,290590.83,USD,PAYMENT,0.602,COMPLETED
TXN-992753,2023-04-21,VND-01541,73464.06,USD,PAYMENT,0.33,COMPLETED
TXN-C1755551217,2024-06-27,VND-03388,182305.88,INR,INVOICE,0.628,COMPLETED
TXN-910247,2020-03-08,VND-01120,3449.99,EUR,INVOICE,0.856,COMPLETED
TXN-C190490203,2024-10-29,VND-04908,4300.37,EUR,REIMBURSEMENT,0.974,COMPLETED
TXN-C127972562,2023-12-28,VND-01655,79313.52,USD,TRANSFER,0.529,PENDING
TXN-C1150436743,2023-12-14,VND-03922,1628887.72,USD,TRANSFER,0.901,COMPLETED
TXN-C38914319,2023-02-27,VND-04114,3275.31,USD,INVOICE,0.266,COMPLETED
TXN-C1839881623,2024-11-09,VND-03302,1205.19,AUD,TRANSFER,0.775,COMPLETED
TXN-C1582067157,2020-03-20,VND-03157,94870.09,USD,PURCHASE,0.676,COMPLETED
TXN-C1802585395,2024-04-20,VND-03286,1942.04,GBP,TRANSFER,0.387,COMPLETED
TXN-165077,2020-07-11,VND-04393,25845.78,GBP,PAYMENT,0.801,COMPLETED
TXN-C303654979,2021-04-03,VND-03907,12640.31,EUR,PURCHASE,0.619,COMPLETED
TXN-C1000997134,2023-05-25,VND-02744,286613.34,USD,INVOICE,0.826,COMPLETED
TXN-C903383636,2023-04-02,VND-01235,117085.55,GBP,PAYMENT,0.737,COMPLETED
TXN-255237,2024-02-16,VND-04048,209074.89,EUR,REIMBURSEMENT,0.4,COMPLETED
TXN-837941,2023-09-05,VND-00685,5299.43,GBP,TRANSFER,0.26,COMPLETED
TXN-274773,2020-11-27,VND-03143,144685.29,GBP,TRANSFER,0.793,COMPLETED
TXN-C1225004109,2024-02-27,VND-01170,302915.15,GBP,ADVANCE,0.762,COMPLETED
TXN-626336,2020-12-21,VND-03265,4630.7,CAD,SETTLEMENT,0.475,COMPLETED
TXN-365099,2022-04-25,VND-01414,556169.62,GBP,TRANSFER,0.83,COMPLETED
TXN-758942,2020-08-28,VND-04597,141023.13,INR,PURCHASE,0.042,COMPLETED
TXN-C443229454,2024-08-28,VND-03068,94698.53,USD,REIMBURSEMENT,0.001,COMPLETED
TXN-C1733124454,2020-11-14,VND-00154,487612.17,CAD,PAYMENT,0.069,COMPLETED
TXN-C800413160,2021-07-10,VND-04616,4942.48,AUD,TRANSFER,0.944,COMPLETED
TXN-703614,2020-07-21,VND-01785,3417.61,EUR,PAYMENT,0.149,COMPLETED
TXN-C352959830,2023-09-08,VND-02026,28887.28,AUD,REIMBURSEMENT,0.548,COMPLETED
TXN-C2048227213,2022-01-01,VND-03457,87967.48,USD,PAYMENT,0.728,COMPLETED
TXN-181998,2023-02-12,VND-04215,9796.29,CAD,INVOICE,0.448,COMPLETED
TXN-C872890697,2022-02-01,VND-00065,6687.85,AUD,REIMBURSEMENT,0.265,COMPLETED
TXN-629138,2022-01-04,VND-02694,348798.98,CAD,SETTLEMENT,0.206,COMPLETED
TXN-748161,2020-06-11,VND-02038,414686.13,USD,REFUND,0.962,COMPLETED
TXN-C268733401,2023-08-19,VND-01582,100.0,USD,PURCHASE,0.718,COMPLETED
TXN-C1398214655,2020-12-17,VND-04266,20432.36,USD,SETTLEMENT,0.603,COMPLETED
TXN-C1354588006,2021-07-12,VND-04654,246261.18,EUR,REFUND,0.829,COMPLETED
TXN-C221981548,2022-08-15,VND-01029,26814.44,INR,PURCHASE,0.304,COMPLETED
TXN-C986944742,2024-07-28,VND-00575,21176.69,USD,PAYMENT,0.578,COMPLETED
TXN-C798300964,2022-09-07,VND-01274,15828.15,EUR,PAYMENT,0.465,COMPLETED
TXN-263599,2020-07-13,VND-03000,2057.76,EUR,INVOICE,0.898,COMPLETED
TXN-C1805443519,2021-05-03,VND-03068,169287.97,USD,REIMBURSEMENT,0.839,COMPLETED
TXN-C1403442684,2020-07-12,VND-02334,48764.12,CAD,INVOICE,0.836,COMPLETED
TXN-C172097936,2024-05-18,VND-03625,21284.56,AUD,ADVANCE,0.364,COMPLETED
TXN-C1946228297,2020-08-30,VND-00216,1737.63,USD,TRANSFER,0.365,COMPLETED
TXN-C1577536744,2024-06-26,VND-04103,1875944.35,USD,PAYMENT,0.764,COMPLETED
TXN-C1486725930,2023-12-01,VND-03444,45343.14,GBP,SETTLEMENT,0.883,COMPLETED
TXN-C571654982,2023-02-17,VND-02895,5414.15,CAD,PAYMENT,0.199,COMPLETED
TXN-C1153778787,2021-07-13,VND-00634,19295.62,AUD,ADVANCE,0.771,FLAGGED
TXN-C771423855,2022-12-31,VND-01302,10501.59,USD,PAYMENT,0.794,COMPLETED
TXN-C729581434,2024-11-10,VND-00025,7180.93,CAD,TRANSFER,0.211,COMPLETED
TXN-286211,2021-03-11,VND-00123,109742.31,USD,SETTLEMENT,0.825,COMPLETED
TXN-C384438050,2020-07-13,VND-01489,57092.3,CAD,TRANSFER,0.35,COMPLETED
TXN-341957,2020-10-02,VND-04690,9670.1,SGD,TRANSFER,0.535,COMPLETED
TXN-C1289913622,2022-03-08,VND-02811,1661770.06,USD,REFUND,0.893,COMPLETED
TXN-309881,2022-07-18,VND-04353,5001.49,USD,TRANSFER,0.965,COMPLETED
TXN-935527,2023-05-29,VND-00634,189724.69,EUR,TRANSFER,0.078,COMPLETED
TXN-C1765350920,2021-04-18,VND-00278,8163.55,USD,ADVANCE,0.116,COMPLETED
TXN-C663613990,2020-11-14,VND-04903,8377.85,GBP,INVOICE,0.764,COMPLETED
TXN-468689,2020-03-04,VND-02344,1055.16,EUR,REIMBURSEMENT,0.596,COMPLETED
TXN-778487,2024-11-07,VND-00772,324203.76,USD,PURCHASE,0.497,COMPLETED
TXN-C895581561,2020-07-05,VND-03235,56193.7,USD,PAYMENT,0.205,FLAGGED
TXN-C955061147,2021-02-17,VND-03584,83145.14,USD,PURCHASE,0.986,COMPLETED
TXN-838174,2022-03-10,VND-00253,265146.14,USD,PURCHASE,0.295,COMPLETED
TXN-497765,2020-04-25,VND-03629,608507.22,USD,REFUND,0.9,FLAGGED
TXN-C111960027,2021-04-10,VND-03447,451.8,GBP,REIMBURSEMENT,0.704,COMPLETED
TXN-580456,2020-04-12,VND-00292,16643.69,USD,PAYMENT,0.782,COMPLETED
TXN-C247501179,2022-01-31,VND-03744,2693.99,USD,ADVANCE,0.515,COMPLETED
TXN-951464,2021-03-28,VND-03809,204619.42,USD,TRANSFER,0.409,COMPLETED
TXN-210148,2020-07-28,VND-02602,286308.13,USD,INVOICE,0.37,COMPLETED
TXN-C1426361217,2022-01-28,VND-01220,86570.52,EUR,REIMBURSEMENT,0.846,COMPLETED
TXN-C1142299003,2024-05-18,VND-04022,12431.92,USD,PURCHASE,0.739,FLAGGED
TXN-C595551904,2024-04-03,VND-01762,87461.04,CAD,PAYMENT,0.083,COMPLETED
TXN-C1630845883,2020-03-24,VND-02608,7567.92,USD,REFUND,0.21,COMPLETED
TXN-351523,2021-12-21,VND-00505,165955.68,USD,REIMBURSEMENT,0.229,COMPLETED
TXN-C1842403297,2022-09-19,VND-03836,270845.04,EUR,PURCHASE,0.781,FLAGGED
TXN-C588642463,2021-05-25,VND-01664,9441.65,USD,SETTLEMENT,0.014,COMPLETED
TXN-C1566850617,2024-10-11,VND-03064,278349.51,CAD,REIMBURSEMENT,0.82,COMPLETED
TXN-C564836674,2021-06-19,VND-00386,5322.09,EUR,PAYMENT,0.822,COMPLETED
TXN-741403,2020-01-10,VND-02930,22433.26,USD,PURCHASE,0.491,PENDING
TXN-394428,2024-11-30,VND-04588,3708.92,INR,INVOICE,0.713,COMPLETED
TXN-C1168977841,2020-11-20,VND-02117,270906.58,AUD,ADVANCE,0.465,FLAGGED
TXN-C159190022,2021-11-25,VND-03289,69810.46,INR,SETTLEMENT,0.093,COMPLETED
TXN-366842,2020-05-09,VND-04444,96472.97,GBP,INVOICE,0.956,COMPLETED
TXN-C1349363486,2023-06-28,VND-00989,419.12,USD,PAYMENT,0.963,COMPLETED
TXN-C1975902483,2024-09-29,VND-03971,62360.1,USD,SETTLEMENT,0.38,COMPLETED
TXN-895900,2021-07-26,VND-01672,11674.49,AUD,PAYMENT,0.607,COMPLETED
TXN-C1986103336,2024-12-24,VND-03164,158906.55,USD,REFUND,0.799,COMPLETED
TXN-C261980805,2024-05-13,VND-00010,158373.16,EUR,SETTLEMENT,0.042,COMPLETED
TXN-C160945458,2023-12-08,VND-01881,22311.81,SGD,INVOICE,0.931,FLAGGED
TXN-285306,2020-10-01,VND-00578,191256.82,EUR,PURCHASE,0.619,COMPLETED
TXN-C541314841,2023-10-23,VND-02783,150584.96,USD,REIMBURSEMENT,0.898,COMPLETED
TXN-C190930973,2021-03-01,VND-01322,175369.17,INR,TRANSFER,0.614,COMPLETED
TXN-972313,2020-01-30,VND-04574,599231.69,USD,TRANSFER,0.775,COMPLETED
TXN-C1319842508,2023-03-28,VND-03578,489328.0,USD,INVOICE,0.185,COMPLETED
TXN-C409201606,2020-10-27,VND-04239,43169.65,SGD,ADVANCE,0.555,COMPLETED
TXN-220785,2022-02-13,VND-00965,223690.38,AUD,REIMBURSEMENT,0.102,PENDING
TXN-C3636565,2024-02-19,VND-00487,58679.0,USD,PURCHASE,0.989,COMPLETED
TXN-C847241261,2020-07-14,VND-04529,7159.48,EUR,PURCHASE,0.941,PENDING
TXN-158758,2022-06-05,VND-01912,135528.52,GBP,ADVANCE,0.38,COMPLETED
TXN-C1108367077,2021-04-14,VND-00394,384211.28,SGD,REFUND,0.867,COMPLETED
TXN-653735,2022-04-02,VND-01845,116878.29,SGD,ADVANCE,0.959,COMPLETED
TXN-762176,2021-06-14,VND-02638,369479.37,CAD,INVOICE,0.582,COMPLETED
TXN-C1653061215,2021-10-17,VND-04440,92725.44,SGD,PURCHASE,0.784,COMPLETED
TXN-168721,2020-07-06,VND-03720,62103.34,SGD,ADVANCE,0.223,COMPLETED
TXN-C1494761466,2020-04-19,VND-00314,234376.08,USD,REIMBURSEMENT,0.795,COMPLETED
TXN-C80941156,2021-11-16,VND-02376,129666.72,CAD,REFUND,0.445,COMPLETED
TXN-C2140711592,2020-05-11,VND-01446,182213.59,EUR,TRANSFER,0.605,COMPLETED
TXN-C856935645,2020-03-21,VND-03221,21264.38,CAD,SETTLEMENT,0.283,COMPLETED
TXN-C941392492,2022-06-11,VND-02068,62073.54,AUD,TRANSFER,0.339,COMPLETED
TXN-582599,2023-08-04,VND-00714,69012.67,CAD,PURCHASE,0.179,COMPLETED
TXN-C1185653283,2024-08-14,VND-04973,12391.66,GBP,REFUND,0.007,COMPLETED
TXN-C1000411454,2023-07-13,VND-02232,235244.85,INR,SETTLEMENT,0.636,COMPLETED
TXN-475510,2022-08-31,VND-02436,1749034.43,USD,TRANSFER,1.0,COMPLETED
TXN-C1930903395,2020-08-22,VND-03536,21947.19,INR,INVOICE,0.998,COMPLETED
TXN-487428,2020-12-02,VND-02235,84201.22,INR,PURCHASE,0.803,COMPLETED
TXN-938131,2023-08-31,VND-02181,15371.26,USD,SETTLEMENT,0.866,COMPLETED
TXN-C221861886,2024-03-06,VND-01056,4976.65,INR,PURCHASE,0.106,COMPLETED
TXN-C1501668156,2022-03-18,VND-04077,59464.22,USD,PAYMENT,0.99,COMPLETED
TXN-C1785722147,2021-07-09,VND-04802,10414.2,USD,SETTLEMENT,0.912,COMPLETED
TXN-320364,2022-01-08,VND-00440,7589.33,GBP,ADVANCE,0.518,COMPLETED
TXN-C1627993706,2024-08-18,VND-04568,2070.35,USD,PURCHASE,0.258,COMPLETED
TXN-373292,2020-06-01,VND-03349,1205.23,GBP,TRANSFER,0.136,COMPLETED
TXN-C1458799509,2021-01-05,VND-04426,129769.02,USD,SETTLEMENT,0.919,PENDING
TXN-C1216889437,2022-11-28,VND-02084,2904370.61,GBP,REFUND,0.651,COMPLETED
TXN-831455,2024-10-13,VND-03041,25334.72,SGD,ADVANCE,0.159,COMPLETED
TXN-526342,2022-02-10,VND-04193,452448.53,GBP,TRANSFER,0.65,COMPLETED
TXN-C1304928931,2023-12-23,VND-02337,15737.93,USD,REIMBURSEMENT,0.274,COMPLETED
TXN-C1004271827,2021-05-06,VND-03310,21866.53,AUD,REFUND,0.237,COMPLETED
TXN-C509216772,2020-11-07,VND-04911,2465558.81,EUR,ADVANCE,0.763,COMPLETED
TXN-C1720257400,2021-02-10,VND-01464,1075.75,EUR,REIMBURSEMENT,0.985,COMPLETED
TXN-C1210242977,2022-07-29,VND-00888,282236.96,GBP,ADVANCE,0.114,COMPLETED
TXN-796015,2024-10-22,VND-02375,1900260.91,INR,PAYMENT,0.941,COMPLETED
TXN-866549,2022-02-20,VND-02166,183910.42,AUD,REIMBURSEMENT,0.619,COMPLETED
TXN-472198,2023-04-17,VND-04781,305404.96,GBP,PURCHASE,0.806,FLAGGED
TXN-C1781559139,2022-07-18,VND-01314,26708.04,SGD,SETTLEMENT,0.067,PENDING
TXN-C25630139,2020-03-22,VND-01255,321884.06,USD,REFUND,0.169,COMPLETED
TXN-C1456061400,2021-08-26,VND-02581,11470.25,USD,PURCHASE,0.451,COMPLETED
TXN-C263780932,2024-04-27,VND-03967,43911.7,USD,TRANSFER,0.805,FLAGGED
TXN-C1804152624,2023-11-17,VND-00810,135202.55,USD,REIMBURSEMENT,0.556,COMPLETED
TXN-C1820655018,2023-05-10,VND-01795,31270.83,USD,ADVANCE,0.173,COMPLETED
TXN-C1136153235,2024-03-11,VND-03730,5353.25,USD,PURCHASE,0.619,COMPLETED
TXN-428240,2020-03-05,VND-04678,9105.32,CAD,REIMBURSEMENT,0.004,COMPLETED
TXN-417779,2021-02-16,VND-03208,100455.17,INR,PAYMENT,0.583,COMPLETED
TXN-C1374785073,2020-06-11,VND-02927,547717.92,USD,PAYMENT,0.816,COMPLETED
TXN-840624,2024-08-28,VND-02472,14846.87,CAD,ADVANCE,0.198,COMPLETED
TXN-C110197684,2024-10-30,VND-01066,1174905.93,SGD,SETTLEMENT,0.975,COMPLETED
TXN-C1754547054,2020-08-22,VND-04630,9023.1,GBP,INVOICE,0.203,COMPLETED
TXN-C8335969,2020-08-16,VND-04989,42209.87,USD,INVOICE,0.334,COMPLETED
TXN-C977320786,2022-08-06,VND-00965,430588.22,CAD,REFUND,0.872,COMPLETED
TXN-180079,2020-11-06,VND-04205,16317.03,GBP,TRANSFER,0.322,COMPLETED
TXN-164543,2024-05-23,VND-03816,41115.77,USD,TRANSFER,0.834,COMPLETED
TXN-933284,2020-09-11,VND-02430,35492.2,USD,REFUND,0.981,COMPLETED
TXN-C1583722422,2022-09-17,VND-02308,7468.02,USD,ADVANCE,0.666,COMPLETED
TXN-C1009082041,2024-03-13,VND-01653,22327.96,USD,TRANSFER,0.226,COMPLETED
TXN-C802255644,2021-10-22,VND-01003,7689.89,AUD,REIMBURSEMENT,0.812,COMPLETED
TXN-349861,2020-09-01,VND-02314,83915.85,EUR,TRANSFER,0.185,COMPLETED
TXN-C1425556851,2024-05-29,VND-04396,63709.89,GBP,PURCHASE,0.185,COMPLETED
TXN-C2117233650,2022-03-23,VND-03733,272314.63,USD,REIMBURSEMENT,0.448,REVERSED
TXN-C733479093,2022-06-02,VND-02782,298496.98,USD,REIMBURSEMENT,0.264,COMPLETED
TXN-C722501694,2023-12-18,VND-04982,5207.88,GBP,REIMBURSEMENT,0.852,COMPLETED
TXN-936642,2020-05-06,VND-02988,128632.0,AUD,SETTLEMENT,0.366,COMPLETED
TXN-806367,2022-10-01,VND-00767,27980.9,USD,ADVANCE,0.358,COMPLETED
TXN-C2089917982,2021-07-09,VND-00257,16538.33,USD,REFUND,0.987,COMPLETED
TXN-266608,2024-07-04,VND-03567,31780.4,USD,SETTLEMENT,0.648,COMPLETED
TXN-C2066526688,2022-03-25,VND-02457,11599.5,USD,REIMBURSEMENT,0.156,COMPLETED
TXN-892728,2022-08-06,VND-00116,475750.79,USD,REIMBURSEMENT,0.225,COMPLETED
TXN-379501,2022-03-25,VND-04202,131752.69,USD,SETTLEMENT,0.079,COMPLETED
TXN-C1020242976,2020-01-18,VND-00550,403263.9,USD,INVOICE,0.007,COMPLETED
TXN-C1574841618,2022-08-05,VND-01230,12238.16,USD,TRANSFER,0.502,COMPLETED
TXN-C40829249,2024-12-11,VND-03991,80530.84,SGD,ADVANCE,0.616,COMPLETED
TXN-394081,2023-05-26,VND-04692,19733.27,USD,TRANSFER,0.346,COMPLETED
TXN-C1144499207,2020-08-30,VND-02778,4572.38,USD,ADVANCE,0.883,COMPLETED
TXN-907650,2021-07-15,VND-00609,393245.57,EUR,ADVANCE,0.678,COMPLETED
TXN-C1348000346,2021-05-02,VND-04348,430915.28,AUD,PURCHASE,0.405,COMPLETED
TXN-193661,2023-07-20,VND-02700,312.68,USD,PAYMENT,0.408,COMPLETED
TXN-486195,2020-12-19,VND-00472,263348.83,USD,INVOICE,0.255,COMPLETED
TXN-C1360711901,2022-09-25,VND-01135,189519.29,USD,TRANSFER,0.377,COMPLETED
TXN-508373,2023-09-25,VND-04117,2028.44,INR,REIMBURSEMENT,0.341,COMPLETED
TXN-983021,2024-04-12,VND-03682,14104.92,USD,REIMBURSEMENT,0.709,COMPLETED
TXN-C1640083683,2022-04-17,VND-03835,138762.19,INR,REIMBURSEMENT,0.388,COMPLETED
TXN-840584,2023-11-07,VND-01106,4776.95,USD,TRANSFER,0.273,COMPLETED
TXN-C900835504,2021-09-26,VND-01973,66206.4,USD,TRANSFER,0.277,PENDING
TXN-849693,2020-02-06,VND-00835,927.54,CAD,ADVANCE,0.507,COMPLETED
TXN-C1932244589,2021-11-05,VND-01990,90193.03,CAD,PAYMENT,0.763,COMPLETED
TXN-405566,2024-09-22,VND-01076,46270.23,CAD,REFUND,0.238,COMPLETED
TXN-C123757945,2022-07-05,VND-01303,34282.33,USD,TRANSFER,0.609,COMPLETED
TXN-C2059515584,2022-09-12,VND-04483,10702.45,USD,INVOICE,0.982,COMPLETED
TXN-762009,2021-02-14,VND-04928,2848.46,USD,REFUND,0.187,COMPLETED
TXN-C1526476924,2024-04-16,VND-04361,11253.21,USD,REFUND,0.974,COMPLETED
TXN-C1828540034,2021-01-25,VND-02790,197212.33,EUR,TRANSFER,0.195,COMPLETED
TXN-C763677574,2020-12-09,VND-04928,597.05,USD,INVOICE,0.804,COMPLETED
TXN-C729929196,2022-05-29,VND-04965,183562.9,USD,ADVANCE,0.756,COMPLETED
TXN-C1478760057,2020-08-02,VND-04175,10234.7,GBP,REFUND,0.154,COMPLETED
TXN-C365211514,2021-03-04,VND-01001,13469.63,AUD,PURCHASE,0.909,COMPLETED
TXN-731068,2024-09-13,VND-01060,609510.35,INR,SETTLEMENT,0.755,COMPLETED
TXN-C96668486,2022-02-24,VND-04091,13028.29,EUR,TRANSFER,0.672,COMPLETED
TXN-923676,2023-01-08,VND-01401,208169.16,USD,SETTLEMENT,0.036,FLAGGED
TXN-C1327514069,2021-12-27,VND-03822,17896.51,AUD,TRANSFER,0.07,FLAGGED
TXN-C698124016,2023-12-26,VND-01491,132865.79,USD,REFUND,0.629,COMPLETED
TXN-455764,2020-01-25,VND-00884,195898.55,USD,INVOICE,0.767,COMPLETED
TXN-C2070438137,2023-06-08,VND-01314,14726.6,CAD,PURCHASE,0.478,COMPLETED
TXN-C1329387249,2022-08-27,VND-04407,349094.21,USD,INVOICE,0.281,COMPLETED
TXN-C1282685697,2022-09-28,VND-01794,104234.05,EUR,REIMBURSEMENT,0.555,COMPLETED
TXN-C1769070737,2023-12-02,VND-02633,197897.06,GBP,REIMBURSEMENT,0.376,COMPLETED
TXN-C1766214159,2021-10-28,VND-04337,150840.83,USD,PURCHASE,0.665,COMPLETED
TXN-154608,2023-04-26,VND-01989,60431.36,GBP,TRANSFER,0.476,COMPLETED
TXN-C926926263,2021-08-05,VND-01722,40675.38,EUR,TRANSFER,0.657,COMPLETED
TXN-C516135771,2020-04-20,VND-04934,4389.41,USD,PAYMENT,0.929,COMPLETED
TXN-527150,2020-02-16,VND-02787,541783.45,GBP,REIMBURSEMENT,0.99,COMPLETED
TXN-C382402422,2023-10-18,VND-00753,190551.9,CAD,INVOICE,0.8,COMPLETED
TXN-C918697208,2024-04-12,VND-03700,223879.68,SGD,REIMBURSEMENT,0.463,COMPLETED
TXN-731507,2020-06-14,VND-04721,18047.02,USD,PURCHASE,0.453,COMPLETED
TXN-C1294534487,2021-10-24,VND-02027,128181.97,EUR,TRANSFER,0.719,FLAGGED
TXN-102448,2020-12-02,VND-04278,375131.67,EUR,ADVANCE,0.678,FLAGGED
TXN-535864,2024-04-23,VND-01299,210558.53,USD,PAYMENT,0.306,FLAGGED
TXN-C1134945292,2022-04-15,VND-04893,151336.43,CAD,INVOICE,0.864,COMPLETED
TXN-C1026138669,2022-09-24,VND-03739,91338.76,USD,PAYMENT,0.613,PENDING
TXN-320310,2023-07-16,VND-00069,1930107.13,EUR,INVOICE,0.79,COMPLETED
TXN-C1114592041,2021-02-27,VND-03686,259761.21,USD,INVOICE,0.817,COMPLETED
TXN-C1667658177,2024-02-18,VND-02932,668172.71,SGD,REIMBURSEMENT,0.998,COMPLETED
TXN-334842,2020-11-12,VND-01652,12375.57,GBP,SETTLEMENT,0.968,COMPLETED
TXN-C125776626,2022-10-05,VND-04080,13083.17,GBP,INVOICE,0.858,COMPLETED
TXN-903913,2020-07-19,VND-04041,4192.46,AUD,INVOICE,0.708,REVERSED
TXN-C58353615,2020-12-01,VND-01964,6848.97,USD,REIMBURSEMENT,0.134,COMPLETED
TXN-183784,2022-09-26,VND-00411,38814.85,GBP,SETTLEMENT,0.51,COMPLETED
TXN-116042,2020-05-05,VND-03385,11523.69,AUD,REIMBURSEMENT,0.347,COMPLETED
TXN-C1250053611,2022-09-10,VND-01604,5514.23,CAD,PURCHASE,0.369,COMPLETED
TXN-C163480699,2022-11-29,VND-01207,63277.33,EUR,INVOICE,0.418,FLAGGED
TXN-C287095360,2022-09-16,VND-01545,194536.26,USD,PURCHASE,0.753,COMPLETED
TXN-552127,2020-05-31,VND-04959,16252.94,CAD,REFUND,0.364,PENDING
TXN-C350838976,2024-01-14,VND-01795,8463.81,EUR,SETTLEMENT,0.913,COMPLETED
TXN-198083,2024-02-08,VND-00130,85697.36,AUD,TRANSFER,0.892,COMPLETED
TXN-C1599748799,2021-12-26,VND-04438,2953.95,EUR,PURCHASE,0.275,COMPLETED
TXN-C449653268,2021-12-10,VND-01158,100462.45,GBP,INVOICE,0.981,COMPLETED
TXN-309587,2023-09-08,VND-02628,16286.04,AUD,PURCHASE,0.394,FLAGGED
TXN-C803070947,2020-03-29,VND-02923,51375.11,EUR,PURCHASE,0.723,REVERSED
TXN-970362,2024-06-24,VND-03576,2447223.31,EUR,SETTLEMENT,0.999,COMPLETED
TXN-C275359862,2024-09-09,VND-01058,10038.34,GBP,INVOICE,0.139,COMPLETED
TXN-826476,2023-12-08,VND-00502,214353.04,SGD,INVOICE,0.018,COMPLETED
TXN-128856,2023-10-28,VND-04416,390.69,USD,PAYMENT,0.899,COMPLETED
TXN-C1187099057,2021-10-14,VND-03049,5583.34,USD,REFUND,0.202,COMPLETED
TXN-119998,2020-04-24,VND-01701,1728798.3,USD,ADVANCE,0.777,COMPLETED
TXN-C892299047,2020-04-10,VND-00096,7269.74,AUD,PURCHASE,0.166,COMPLETED
TXN-353014,2020-03-17,VND-03194,7311.3,INR,ADVANCE,0.127,COMPLETED
TXN-473905,2022-08-11,VND-03929,502294.53,USD,REFUND,0.932,PENDING
TXN-C838227686,2023-09-10,VND-00949,113551.81,CAD,PURCHASE,0.094,COMPLETED
TXN-C1462746031,2020-05-21,VND-03695,49637.38,AUD,PAYMENT,0.104,COMPLETED
TXN-C1755638983,2023-01-09,VND-01964,13014.2,USD,PURCHASE,0.787,COMPLETED
TXN-C722513129,2022-03-21,VND-00188,35902.49,GBP,INVOICE,0.786,COMPLETED
TXN-662701,2024-05-03,VND-03254,263303.93,GBP,REIMBURSEMENT,0.392,COMPLETED
TXN-C2109182431,2023-05-22,VND-00709,260039.61,USD,PAYMENT,0.576,FLAGGED
TXN-C2003121584,2022-01-18,VND-00699,16233.28,EUR,PAYMENT,0.082,COMPLETED
TXN-C454968048,2024-03-06,VND-02068,295037.78,USD,TRANSFER,0.266,COMPLETED
TXN-C665260611,2023-05-10,VND-01774,186635.27,AUD,ADVANCE,0.409,COMPLETED
TXN-C741852529,2020-01-31,VND-00566,123449.36,GBP,TRANSFER,0.213,COMPLETED
TXN-918037,2024-06-10,VND-04077,306879.13,USD,REIMBURSEMENT,0.24,REVERSED
TXN-C1164369367,2020-05-13,VND-01587,273167.3,USD,PAYMENT,0.683,COMPLETED
TXN-146886,2023-09-23,VND-04482,7944.94,USD,PURCHASE,0.252,COMPLETED
TXN-631976,2020-08-04,VND-00521,1636507.63,USD,SETTLEMENT,0.662,COMPLETED
TXN-C791537376,2021-03-20,VND-02761,188734.36,EUR,TRANSFER,0.847,FLAGGED
TXN-610473,2022-07-06,VND-02426,111877.28,USD,TRANSFER,0.586,REVERSED
TXN-C724289061,2020-12-14,VND-03940,962.14,INR,PURCHASE,0.788,COMPLETED
TXN-C774702295,2022-01-14,VND-03647,12374.99,USD,TRANSFER,0.836,COMPLETED
TXN-C1307343039,2020-01-24,VND-01163,457.98,GBP,ADVANCE,0.258,COMPLETED
TXN-246564,2023-09-10,VND-04877,160748.85,EUR,PAYMENT,0.805,PENDING
TXN-C1877856737,2024-09-29,VND-03317,57946.03,GBP,REFUND,0.71,COMPLETED
TXN-715324,2024-11-16,VND-03471,155454.97,USD,SETTLEMENT,0.095,COMPLETED
TXN-613053,2022-10-23,VND-02165,5758.15,GBP,SETTLEMENT,0.983,FLAGGED
TXN-640606,2022-04-07,VND-04447,237738.81,USD,PAYMENT,0.489,COMPLETED
TXN-C1830204207,2024-02-15,VND-01848,19010.72,GBP,PAYMENT,0.394,COMPLETED
TXN-787133,2020-02-10,VND-02868,93151.71,USD,ADVANCE,0.821,COMPLETED
TXN-C705400860,2021-09-16,VND-01483,15257.72,AUD,REFUND,0.379,COMPLETED
TXN-C51953184,2020-05-21,VND-00490,8588.72,EUR,PAYMENT,0.8,COMPLETED
TXN-C698325633,2020-09-01,VND-01979,5033.23,SGD,PURCHASE,0.703,COMPLETED
TXN-C422516537,2024-05-01,VND-04759,315156.39,USD,REIMBURSEMENT,0.599,COMPLETED
TXN-784319,2024-07-24,VND-00124,28378.48,USD,REFUND,0.464,COMPLETED
TXN-C1933551964,2024-03-12,VND-04641,26165.41,INR,PURCHASE,0.144,COMPLETED
TXN-960330,2021-12-14,VND-02681,185257.33,SGD,TRANSFER,0.599,COMPLETED
TXN-631357,2020-11-13,VND-01921,277875.78,USD,REFUND,0.752,COMPLETED
