vendor_id,vendor_name,vendor_type,country,registration_no,risk_rating,onboarding_date,status
VND-04197,MomentumCore Corp Holdings,CONTRACTOR,Germany,REG-AT607TWC32,LOW,2022-10-11,ACTIVE
VND-04198,JadeCore Solutions,DISTRIBUTOR,United States,REG-WN893XOR78,LOW,2022-01-27,ACTIVE
VND-04199,WaveCore Manufacturing LLC,DISTRIBUTOR,United Kingdom,REG-QB176MMF09,MEDIUM,2018-12-06,ACTIVE
VND-04200,SilverPath Holdings Inc,SERVICE_PROVIDER,Singapore,REG-GA164SWW58,LOW,2018-09-14,ACTIVE
VND-04201,Alpha_Inc LLC,CONSULTANT,United States,REG-KT734QFY66,LOW,2019-02-28,ACTIVE
VND-04202,UltraVista Technologies LLC,SERVICE_PROVIDER,United States,REG-DV338XYT78,LOW,2019-07-27,ACTIVE
VND-04203,GlobalNex Corp Inc,LOGISTICS,United States,REG-QV528YBW90,LOW,2019-09-17,ACTIVE
VND-04204,ClearPath Logistics,SERVICE_PROVIDER,Japan,REG-ZT183VCC78,LOW,2018-04-28,ACTIVE
VND-04205,ZenithBridge Corp,CONSULTANT,Germany,REG-PC198RPQ88,LOW,2016-06-20,ACTIVE
VND-04206,GreenBridge Consulting Holdings,SUPPLIER,Canada,REG-UN509NGC68,MEDIUM,2015-04-22,ACTIVE
VND-04207,EdgeWave Technologies International,MANUFACTURER,Japan,REG-PC625GKP02,HIGH,2017-08-01,INACTIVE
VND-04208,Delta_Logistics,SERVICE_PROVIDER,United States,REG-OK964QOT69,HIGH,2018-07-18,ACTIVE
VND-04209,DeltaPath Logistics Holdings,CONSULTANT,India,REG-MV354LHL86,LOW,2016-06-12,ACTIVE
VND-04210,LucentBridge Technologies Holdings,SERVICE_PROVIDER,China,REG-GC156EAH03,LOW,2018-06-13,ACTIVE
VND-04211,QuantumEdge Solutions LLC,CONTRACTOR,United Kingdom,REG-AN803SYB54,LOW,2023-05-11,ACTIVE
VND-04212,TitanPath Holdings International,SUPPLIER,Germany,REG-EZ049QCR03,LOW,2021-07-18,ACTIVE
VND-04213,WavePath Inc,MANUFACTURER,UAE,REG-BF769LLH11,MEDIUM,2023-07-04,ACTIVE
VND-04214,BlueStar Procurement LLC,LOGISTICS,Singapore,REG-SU503WJY96,LOW,2018-05-15,ACTIVE
VND-04215,YieldPoint Partners,CONSULTANT,United Kingdom,REG-CY681THU90,LOW,2021-03-18,ACTIVE
VND-04216,FusionCore Analytics Holdings,MANUFACTURER,China,REG-XI893IAT33,MEDIUM,2022-01-13,ACTIVE
VND-04217,Apex Solutions Holdings,SERVICE_PROVIDER,United States,REG-UU601VAX38,LOW,2022-09-13,ACTIVE
VND-04218,WavePath Inc LLC,LOGISTICS,France,REG-MY029HAG57,MEDIUM,2020-05-12,BLACKLISTED
VND-04219,QuantumEdge Solutions Group,LOGISTICS,Ireland,REG-DG012IFX45,MEDIUM,2015-01-25,ACTIVE
VND-04220,BridgeTech Consulting Ltd,SERVICE_PROVIDER,France,REG-SM806KXL19,LOW,2019-01-14,ACTIVE
VND-04221,Gamma_Co Group,MANUFACTURER,South Africa,REG-WV136HKG50,LOW,2022-09-28,ACTIVE
VND-04222,SkyBridge Logistics Group,DISTRIBUTOR,Singapore,REG-CF939GBY68,LOW,2017-05-11,ACTIVE
VND-04223,JadeCore Solutions Group,CONSULTANT,United Kingdom,REG-AP717TNJ08,LOW,2018-08-12,ACTIVE
VND-04224,DawnTech Services International,LOGISTICS,Brazil,REG-BF932SGM85,MEDIUM,2021-12-03,INACTIVE
VND-04225,ClearPath Logistics International,DISTRIBUTOR,United Kingdom,REG-NI612EWM93,LOW,2017-08-27,ACTIVE
VND-04226,VertiLink Distributors LLC,SUPPLIER,United States,REG-CK495XZQ22,LOW,2016-07-30,ACTIVE
VND-04227,KryptonPath Ltd,MANUFACTURER,United States,REG-EF003XHJ71,LOW,2017-10-26,ACTIVE
VND-04228,OmegaLink Systems Inc,CONSULTANT,Netherlands,REG-IA562YZG74,LOW,2023-12-15,ACTIVE
VND-04229,TrueNorth Services International,SUPPLIER,South Africa,REG-PO126DYL20,LOW,2022-05-26,ACTIVE
VND-04230,MomentumCore Corp,MANUFACTURER,France,REG-RF516KHH57,LOW,2023-12-20,ACTIVE
VND-04231,FlowBridge Inc Holdings,MANUFACTURER,Germany,REG-FH860QUI18,LOW,2018-01-05,ACTIVE
VND-04232,ClearPath Logistics Holdings,DISTRIBUTOR,South Africa,REG-DL399UWL33,LOW,2019-11-23,ACTIVE
VND-04233,OmegaLink Systems,SUPPLIER,Canada,REG-BY879JOH20,LOW,2015-05-01,ACTIVE
VND-04234,NorthBridge Supplies LLC,CONSULTANT,Singapore,REG-QS459GSM68,MEDIUM,2016-09-25,BLACKLISTED
VND-04235,JetStream Analytics Group,SERVICE_PROVIDER,Australia,REG-KW109ZJD61,CRITICAL,2020-07-11,BLACKLISTED
VND-04236,EdgeWave Technologies International,DISTRIBUTOR,United States,REG-FE450JWD52,LOW,2023-02-21,ACTIVE
VND-04237,TrueNorth Services LLC,SUPPLIER,Australia,REG-ZY360RXG81,HIGH,2020-05-12,ACTIVE
VND-04238,DeltaPath Logistics Group,LOGISTICS,United States,REG-CI804SES46,LOW,2019-03-31,ACTIVE
VND-04239,NexPoint Analytics Ltd,CONTRACTOR,United States,REG-ZX971JPR40,LOW,2023-12-06,ACTIVE
VND-04240,Gamma_Co,SERVICE_PROVIDER,India,REG-KW695BZA44,LOW,2022-03-07,ACTIVE
VND-04241,FusionCore Analytics Holdings,MANUFACTURER,Ireland,REG-IS958DQV06,MEDIUM,2015-03-17,ACTIVE
VND-04242,XpressCore Dynamics Holdings,CONSULTANT,Singapore,REG-RN669OIW83,MEDIUM,2020-09-04,ACTIVE
VND-04243,KryptonPath Ltd,LOGISTICS,United Kingdom,REG-MR907FTJ42,LOW,2019-10-27,ACTIVE
VND-04244,UnityCore Technologies International,LOGISTICS,Netherlands,REG-DP904CBL95,LOW,2017-02-20,ACTIVE
VND-04245,Epsilon_Group Inc,SERVICE_PROVIDER,India,REG-ZW538YMF47,LOW,2024-01-30,ACTIVE
VND-04246,SilverPath Holdings Ltd,CONTRACTOR,Germany,REG-ZS953FIH01,HIGH,2020-01-09,INACTIVE
VND-04247,NorthBridge Supplies,CONSULTANT,Brazil,REG-HU617LAI46,LOW,2020-11-11,ACTIVE
VND-04248,FusionCore Analytics LLC,LOGISTICS,UAE,REG-FH629WYY76,LOW,2021-06-10,ACTIVE
VND-04249,MomentumCore Corp Inc,CONTRACTOR,Brazil,REG-XM286TMH60,MEDIUM,2015-11-13,ACTIVE
VND-04250,CoreVault Systems Ltd,DISTRIBUTOR,Germany,REG-OY246RAE89,HIGH,2023-04-20,ACTIVE
VND-04251,SilverPath Holdings Ltd,LOGISTICS,United Kingdom,REG-KF016VFR56,MEDIUM,2022-11-16,ACTIVE
VND-04252,BlueStar Procurement Holdings,CONSULTANT,United States,REG-FI402NFT15,LOW,2017-06-05,ACTIVE
VND-04253,QuantumEdge Solutions International,CONSULTANT,United States,REG-MV252JVV42,MEDIUM,2016-02-20,BLACKLISTED
VND-04254,UnityCore Technologies Ltd,MANUFACTURER,United States,REG-VH600NTM85,LOW,2024-01-13,ACTIVE
VND-04255,VertiLink Distributors Ltd,DISTRIBUTOR,Germany,REG-XD617VXJ21,LOW,2018-03-26,ACTIVE
VND-04256,TitanPath Holdings,MANUFACTURER,Australia,REG-XF053MUH53,LOW,2017-01-17,ACTIVE
VND-04257,KineticBlue Ltd Group,LOGISTICS,Brazil,REG-VN845NOS60,LOW,2017-03-01,ACTIVE
VND-04258,TrueNorth Services International,CONSULTANT,Japan,REG-AM232FJL21,HIGH,2018-05-14,INACTIVE
VND-04259,DawnTech Services LLC,MANUFACTURER,France,REG-SP443ZER14,LOW,2020-08-26,ACTIVE
VND-04260,GreenBridge Consulting Ltd,CONSULTANT,United Kingdom,REG-QS087ZMR83,LOW,2016-08-01,ACTIVE
VND-04261,PeakVault Services International,CONTRACTOR,UAE,REG-ST779CWJ82,LOW,2015-08-25,ACTIVE
VND-04262,YieldPoint Partners Ltd,SERVICE_PROVIDER,United States,REG-OF116NFN82,HIGH,2015-07-22,ACTIVE
VND-04263,VoltEdge Solutions Holdings,MANUFACTURER,Canada,REG-PA981CZR81,CRITICAL,2021-06-15,INACTIVE
VND-04264,KryptonPath Ltd,LOGISTICS,India,REG-AW962DHX42,LOW,2021-01-06,ACTIVE
VND-04265,UltraVista Technologies Ltd,MANUFACTURER,Australia,REG-GE963CSX55,LOW,2019-10-21,ACTIVE
VND-04266,Alpha_Inc International,MANUFACTURER,UAE,REG-GH526IJM34,LOW,2017-02-28,ACTIVE
VND-04267,NexPoint Analytics Inc,CONSULTANT,United Kingdom,REG-VL725IOU44,LOW,2019-12-27,ACTIVE
VND-04268,Beta_Supplies Ltd,DISTRIBUTOR,United States,REG-HR351JWL17,LOW,2015-09-01,ACTIVE
VND-04269,InnoCore Dynamics,SERVICE_PROVIDER,Germany,REG-QV805XOJ03,LOW,2016-02-10,ACTIVE
VND-04270,ClearPath Logistics LLC,SERVICE_PROVIDER,India,REG-AQ828CZE72,LOW,2020-09-05,ACTIVE
VND-04271,HorizonEdge Inc International,CONTRACTOR,Germany,REG-II666IFT08,LOW,2018-08-13,ACTIVE
VND-04272,LatticeCore Partners Holdings,SERVICE_PROVIDER,India,REG-DO587EUN12,MEDIUM,2020-04-10,ACTIVE
VND-04273,HorizonEdge Inc International,DISTRIBUTOR,Singapore,REG-MM136GXX85,LOW,2018-10-14,ACTIVE
VND-04274,SilverPath Holdings LLC,CONTRACTOR,United States,REG-ES262TFQ10,MEDIUM,2015-08-24,ACTIVE
VND-04275,UltraVista Technologies,CONSULTANT,India,REG-ZY430FRS10,LOW,2016-09-22,ACTIVE
VND-04276,YellowBridge Partners Ltd,DISTRIBUTOR,France,REG-TW529TDT96,MEDIUM,2021-08-08,ACTIVE
VND-04277,Delta_Logistics Inc,CONSULTANT,United Kingdom,REG-YN433EGZ19,HIGH,2024-05-05,ACTIVE
VND-04278,BlueStar Procurement,LOGISTICS,United Kingdom,REG-RY153LCK33,LOW,2020-09-30,ACTIVE
VND-04279,CoreVault Systems LLC,SERVICE_PROVIDER,United States,REG-FB969WCV70,MEDIUM,2015-09-18,ACTIVE
VND-04280,CoreVault Systems Ltd,LOGISTICS,India,REG-MM343FXV44,HIGH,2018-05-06,ACTIVE
VND-04281,PeakVault Services International,CONSULTANT,United States,REG-UH858HGF61,LOW,2015-09-06,ACTIVE
VND-04282,DeltaPath Logistics Ltd,MANUFACTURER,UAE,REG-HX786KLJ02,MEDIUM,2021-11-09,ACTIVE
VND-04283,YellowBridge Partners Inc,MANUFACTURER,United States,REG-BO794GIF37,LOW,2018-02-12,INACTIVE
VND-04284,Apex Solutions Ltd,SERVICE_PROVIDER,Japan,REG-HK490KLO33,LOW,2023-08-21,ACTIVE
VND-04285,MomentumCore Corp International,DISTRIBUTOR,France,REG-CA954SCN80,LOW,2024-03-17,ACTIVE
VND-04286,JetStream Analytics Ltd,SUPPLIER,United Kingdom,REG-JD148TDE36,LOW,2018-01-05,ACTIVE
VND-04287,HorizonEdge Inc,CONTRACTOR,United States,REG-OZ740YAW70,LOW,2018-05-08,ACTIVE
VND-04288,YellowBridge Partners International,MANUFACTURER,France,REG-YT560IKJ07,LOW,2023-06-07,ACTIVE
VND-04289,Apex Solutions Ltd,SERVICE_PROVIDER,Japan,REG-HL212NGA82,LOW,2018-08-11,ACTIVE
VND-04290,QuantumEdge Solutions LLC,CONTRACTOR,Brazil,REG-WC827IBQ84,LOW,2015-03-19,ACTIVE
VND-04291,CoreVault Systems Group,SERVICE_PROVIDER,United States,REG-TU393XXP30,MEDIUM,2022-05-18,ACTIVE
VND-04292,RedPoint Consulting Group,LOGISTICS,United States,REG-ZZ969QZC20,LOW,2022-04-19,ACTIVE
VND-04293,WaveCore Manufacturing Ltd,LOGISTICS,United States,REG-LM485QPQ31,MEDIUM,2021-09-25,BLACKLISTED
VND-04294,Beta_Supplies Inc,SERVICE_PROVIDER,United Kingdom,REG-JF358HHQ49,LOW,2015-03-13,ACTIVE
VND-04295,OmegaLink Systems,MANUFACTURER,Australia,REG-QL465HBY12,MEDIUM,2021-04-27,ACTIVE
VND-04296,IronPoint Manufacturing International,CONTRACTOR,South Africa,REG-WT378BTJ17,LOW,2020-02-29,ACTIVE
VND-04297,RapidCore Consulting Holdings,DISTRIBUTOR,Singapore,REG-FS364AUV81,LOW,2015-10-01,ACTIVE
VND-04298,SkyBridge Logistics Ltd,CONSULTANT,United Kingdom,REG-KQ955KEN85,MEDIUM,2023-02-03,BLACKLISTED
VND-04299,VoltEdge Solutions Group,DISTRIBUTOR,Germany,REG-NW379AMS31,LOW,2024-05-29,ACTIVE
VND-04300,ZenithBridge Corp LLC,LOGISTICS,India,REG-FZ659DBH72,MEDIUM,2020-10-07,ACTIVE
VND-04301,PrimeAxis Corp LLC,CONSULTANT,United Kingdom,REG-NX777YJB59,LOW,2023-08-06,ACTIVE
VND-04302,WavePath Inc LLC,MANUFACTURER,China,REG-QM134ELW17,HIGH,2019-01-16,ACTIVE
VND-04303,RedPoint Consulting Group,SERVICE_PROVIDER,France,REG-ZT380LBY88,LOW,2020-02-25,ACTIVE
VND-04304,GlobalNex Corp Inc,CONSULTANT,United States,REG-MA723RZF39,LOW,2019-12-22,ACTIVE
VND-04305,LucentBridge Technologies Group,MANUFACTURER,United States,REG-GE615FON00,LOW,2022-05-15,ACTIVE
VND-04306,HorizonEdge Inc,SUPPLIER,Australia,REG-TS154LVM80,LOW,2023-07-28,INACTIVE
VND-04307,YellowBridge Partners Group,LOGISTICS,Canada,REG-WE647QLM92,LOW,2019-04-12,ACTIVE
VND-04308,Acuity Systems Ltd,DISTRIBUTOR,United States,REG-GZ010YXQ86,MEDIUM,2021-02-25,ACTIVE
VND-04309,PrimeAxis Corp Group,MANUFACTURER,United States,REG-KF790VEO49,HIGH,2020-02-28,BLACKLISTED
VND-04310,ClearPath Logistics Ltd,DISTRIBUTOR,United States,REG-KY806DQO79,LOW,2020-08-20,ACTIVE
VND-04311,OmegaLink Systems International,LOGISTICS,China,REG-RZ672HCZ09,CRITICAL,2022-08-14,BLACKLISTED
VND-04312,Alpha_Inc Inc,CONTRACTOR,India,REG-TO237RLD26,LOW,2019-10-21,ACTIVE
VND-04313,OpenBridge Systems LLC,SUPPLIER,China,REG-CK586RXN99,MEDIUM,2020-01-10,ACTIVE
VND-04314,ClearPath Logistics Ltd,MANUFACTURER,India,REG-NM715KXF57,LOW,2018-08-15,ACTIVE
VND-04315,Acuity Systems International,CONTRACTOR,United Kingdom,REG-TR701NGD15,LOW,2018-07-09,ACTIVE
VND-04316,Gamma_Co Inc,DISTRIBUTOR,Japan,REG-LB732GVA60,LOW,2021-02-08,ACTIVE
VND-04317,WavePath Inc Group,DISTRIBUTOR,United States,REG-WE888CWH86,LOW,2020-03-10,ACTIVE
VND-04318,FusionCore Analytics Ltd,DISTRIBUTOR,Brazil,REG-GY597ELS35,LOW,2015-08-26,ACTIVE
VND-04319,MomentumCore Corp Inc,MANUFACTURER,Canada,REG-FD336KYM44,LOW,2022-12-27,ACTIVE
VND-04320,NorthBridge Supplies Ltd,DISTRIBUTOR,Netherlands,REG-ZW276WMZ76,LOW,2017-12-15,ACTIVE
VND-04321,BridgeTech Consulting Inc,SUPPLIER,France,REG-YN458QLO76,LOW,2016-09-29,ACTIVE
VND-04322,LucentBridge Technologies International,SUPPLIER,United Kingdom,REG-OZ471VPR55,LOW,2022-08-22,ACTIVE
VND-04323,RapidCore Consulting Ltd,MANUFACTURER,Germany,REG-QB745XXP02,LOW,2015-04-25,ACTIVE
VND-04324,Delta_Logistics Ltd,CONSULTANT,China,REG-JU772RRV90,MEDIUM,2016-02-13,ACTIVE
VND-04325,PeakVault Services International,LOGISTICS,United States,REG-PN896QVB53,LOW,2022-05-09,ACTIVE
VND-04326,Delta_Logistics,LOGISTICS,France,REG-CX375EHA48,LOW,2022-04-11,ACTIVE
VND-04327,UnityCore Technologies Inc,SUPPLIER,United States,REG-UI538XZL33,LOW,2021-09-07,ACTIVE
VND-04328,OmegaLink Systems International,CONSULTANT,Brazil,REG-AM329YTV13,LOW,2023-09-28,ACTIVE
VND-04329,MomentumCore Corp Group,CONTRACTOR,Netherlands,REG-OD804NDZ07,LOW,2017-07-06,ACTIVE
VND-04330,RapidCore Consulting Holdings,SERVICE_PROVIDER,United States,REG-NL415ZTQ06,LOW,2021-10-24,ACTIVE
VND-04331,Acuity Systems International,SERVICE_PROVIDER,Netherlands,REG-AX051HOI02,LOW,2018-09-05,ACTIVE
VND-04332,Alpha_Inc LLC,CONSULTANT,Germany,REG-SZ796DRP33,LOW,2017-07-11,ACTIVE
VND-04333,Delta_Logistics International,CONSULTANT,United States,REG-PN646IFM60,LOW,2019-12-17,ACTIVE
VND-04334,RapidCore Consulting Group,CONTRACTOR,Germany,REG-VM997JYD41,MEDIUM,2016-02-15,ACTIVE
VND-04335,Epsilon_Group Inc,SERVICE_PROVIDER,United States,REG-BL941OFB01,LOW,2018-07-27,ACTIVE
VND-04336,HorizonEdge Inc International,DISTRIBUTOR,United Kingdom,REG-UH078ZTH19,LOW,2021-12-05,ACTIVE
VND-04337,RedPoint Consulting Holdings,CONTRACTOR,Canada,REG-OE497MHM79,LOW,2015-07-03,ACTIVE
VND-04338,GlobalNex Corp,SUPPLIER,India,REG-QN306UCP14,CRITICAL,2018-06-29,BLACKLISTED
VND-04339,PeakVault Services LLC,LOGISTICS,United States,REG-NV547BZW89,MEDIUM,2016-02-24,BLACKLISTED
VND-04340,Alpha_Inc Holdings,CONSULTANT,Singapore,REG-BU260ZHE27,HIGH,2015-07-21,BLACKLISTED
VND-04341,UltraVista Technologies LLC,SERVICE_PROVIDER,UAE,REG-FO567SIR07,LOW,2023-05-31,ACTIVE
VND-04342,LucentBridge Technologies LLC,LOGISTICS,Australia,REG-UZ129GNK23,LOW,2019-11-29,ACTIVE
VND-04343,JetStream Analytics Group,CONTRACTOR,Japan,REG-QX123MPL77,LOW,2022-03-01,ACTIVE
VND-04344,SilverPath Holdings,SERVICE_PROVIDER,China,REG-FA841GCA33,LOW,2019-08-15,ACTIVE
VND-04345,XpressCore Dynamics Group,LOGISTICS,Singapore,REG-EW580COZ79,MEDIUM,2024-03-10,ACTIVE
VND-04346,TrueNorth Services Inc,SUPPLIER,Singapore,REG-RC651FCD06,MEDIUM,2015-03-30,ACTIVE
VND-04347,UltraVista Technologies International,LOGISTICS,France,REG-HU838RGM47,LOW,2017-06-14,ACTIVE
VND-04348,HarborLight Services Holdings,SERVICE_PROVIDER,Canada,REG-DN034BVQ85,LOW,2021-07-13,ACTIVE
VND-04349,MomentumCore Corp LLC,CONSULTANT,Australia,REG-IE404LGD49,LOW,2022-07-04,ACTIVE
VND-04350,JadeCore Solutions Inc,CONSULTANT,United States,REG-JG903PYQ17,LOW,2023-05-02,ACTIVE
VND-04351,VertiLink Distributors Ltd,MANUFACTURER,India,REG-FV643HUV16,LOW,2019-02-17,ACTIVE
VND-04352,OmegaLink Systems Group,CONTRACTOR,United States,REG-CJ984JQK44,LOW,2016-12-18,BLACKLISTED
VND-04353,XcelPath Networks,CONTRACTOR,Japan,REG-LO593CDO03,LOW,2021-03-02,BLACKLISTED
VND-04354,LucentBridge Technologies International,SERVICE_PROVIDER,United States,REG-BN560NXD52,MEDIUM,2023-12-09,ACTIVE
VND-04355,TrueNorth Services Holdings,SERVICE_PROVIDER,France,REG-IM152MQN30,HIGH,2023-11-30,BLACKLISTED
VND-04356,VoltEdge Solutions,MANUFACTURER,Japan,REG-MK663PWZ30,MEDIUM,2018-11-15,ACTIVE
VND-04357,PeakVault Services,SERVICE_PROVIDER,India,REG-CM540PLH30,LOW,2022-01-12,ACTIVE
VND-04358,NexPoint Analytics,SUPPLIER,Australia,REG-NK540BHJ27,MEDIUM,2019-10-06,INACTIVE
VND-04359,KineticBlue Ltd Group,DISTRIBUTOR,United States,REG-UA953BSI18,LOW,2015-11-12,ACTIVE
VND-04360,PeakVault Services Inc,SUPPLIER,United Kingdom,REG-WS318YHI20,LOW,2018-03-20,ACTIVE
VND-04361,RedPoint Consulting LLC,SERVICE_PROVIDER,United States,REG-KP048DWT10,MEDIUM,2020-05-18,ACTIVE
VND-04362,JadeCore Solutions Group,SERVICE_PROVIDER,Australia,REG-WC847WFM38,MEDIUM,2022-10-13,ACTIVE
VND-04363,InnoCore Dynamics Ltd,MANUFACTURER,United States,REG-RT739VOR82,LOW,2024-02-02,ACTIVE
VND-04364,OpenBridge Systems Group,LOGISTICS,United States,REG-FI538KFJ15,LOW,2017-04-04,ACTIVE
VND-04365,Epsilon_Group LLC,MANUFACTURER,United States,REG-IL382WGG64,MEDIUM,2018-11-25,ACTIVE
VND-04366,YieldPoint Partners LLC,CONSULTANT,United States,REG-RA525XHY57,LOW,2024-03-09,ACTIVE
VND-04367,YieldPoint Partners International,SUPPLIER,Brazil,REG-CP815DGH59,LOW,2020-02-26,ACTIVE
VND-04368,Acuity Systems International,SUPPLIER,United States,REG-QV969GDY54,MEDIUM,2015-11-16,BLACKLISTED
VND-04369,PrimeAxis Corp Holdings,LOGISTICS,United States,REG-JS150LVH48,CRITICAL,2016-12-13,BLACKLISTED
VND-04370,InnoCore Dynamics Group,MANUFACTURER,United Kingdom,REG-PQ508SAT92,LOW,2022-08-17,ACTIVE
VND-04371,CoreVault Systems,MANUFACTURER,Australia,REG-CA403MXW50,LOW,2017-05-05,ACTIVE
VND-04372,Acuity Systems International,DISTRIBUTOR,United States,REG-GG593EDG55,HIGH,2019-01-06,ACTIVE
VND-04373,NexPoint Analytics,CONSULTANT,Japan,REG-TC227XCO75,LOW,2018-09-03,ACTIVE
VND-04374,HarborLight Services Holdings,SUPPLIER,South Africa,REG-LX774STH59,LOW,2018-04-18,ACTIVE
VND-04375,Epsilon_Group Holdings,SERVICE_PROVIDER,India,REG-SV238LZZ72,LOW,2015-09-14,ACTIVE
VND-04376,BlueStar Procurement Holdings,LOGISTICS,Canada,REG-CB379FDT79,MEDIUM,2016-07-27,INACTIVE
VND-04377,YieldPoint Partners Group,LOGISTICS,United States,REG-JT455KSV94,MEDIUM,2020-06-28,ACTIVE
VND-04378,LucentBridge Technologies Inc,CONTRACTOR,Ireland,REG-BI674MRK16,LOW,2023-06-01,ACTIVE
VND-04379,VertiLink Distributors Holdings,LOGISTICS,United Kingdom,REG-VX567LOV12,LOW,2021-07-14,ACTIVE
VND-04380,ClearPath Logistics International,LOGISTICS,United States,REG-QN027UYB67,LOW,2017-12-12,ACTIVE
VND-04381,NorthBridge Supplies Inc,LOGISTICS,China,REG-FJ641REZ22,LOW,2023-11-22,ACTIVE
VND-04382,WavePath Inc,CONTRACTOR,United States,REG-HS531OMR45,LOW,2018-10-02,INACTIVE
VND-04383,Beta_Supplies Inc,LOGISTICS,India,REG-SX170VJP05,MEDIUM,2018-01-15,BLACKLISTED
VND-04384,JadeCore Solutions International,CONSULTANT,United Kingdom,REG-XB455ZLH95,HIGH,2020-05-24,ACTIVE
VND-04385,KryptonPath Ltd,SERVICE_PROVIDER,India,REG-YQ683ESW35,LOW,2018-05-16,ACTIVE
VND-04386,XcelPath Networks Holdings,MANUFACTURER,United States,REG-YN668WWA08,HIGH,2019-03-29,ACTIVE
VND-04387,LucentBridge Technologies Inc,CONSULTANT,Germany,REG-AW491TDS08,LOW,2017-03-21,ACTIVE
VND-04388,Alpha_Inc Ltd,DISTRIBUTOR,Netherlands,REG-VR317EJU15,LOW,2020-02-19,ACTIVE
VND-04389,NorthBridge Supplies,LOGISTICS,United States,REG-OO219ZJY79,LOW,2016-07-02,ACTIVE
VND-04390,SilverPath Holdings Group,SERVICE_PROVIDER,Ireland,REG-CH093KHG16,LOW,2019-12-11,ACTIVE
VND-04391,MeridianTech,DISTRIBUTOR,Canada,REG-XX850YWJ10,LOW,2022-10-31,ACTIVE
VND-04392,VoltEdge Solutions LLC,SERVICE_PROVIDER,India,REG-XN391LCK11,LOW,2021-01-04,ACTIVE
VND-04393,FlowBridge Inc Holdings,SUPPLIER,India,REG-TM640RRU09,LOW,2016-01-13,ACTIVE
VND-04394,Acuity Systems Group,SUPPLIER,United States,REG-FL339CLA63,LOW,2022-01-29,ACTIVE
VND-04395,JadeCore Solutions International,SUPPLIER,South Africa,REG-KP388EJI78,LOW,2016-02-03,ACTIVE
VND-04396,UltraVista Technologies International,CONSULTANT,Germany,REG-CH938GWW44,LOW,2018-05-18,ACTIVE
VND-04397,Acuity Systems LLC,MANUFACTURER,United States,REG-VR676ZIV63,MEDIUM,2021-02-22,ACTIVE
VND-04398,LucentBridge Technologies LLC,CONSULTANT,United States,REG-SF083LSL48,LOW,2017-03-21,ACTIVE
VND-04399,UnityCore Technologies LLC,SUPPLIER,Singapore,REG-JU664ATR74,LOW,2017-03-14,ACTIVE
VND-04400,DeltaPath Logistics Group,SERVICE_PROVIDER,Germany,REG-XR047WKW83,LOW,2020-08-19,ACTIVE
VND-04401,VertiLink Distributors LLC,MANUFACTURER,Germany,REG-CM796YPU63,HIGH,2015-03-19,INACTIVE
VND-04402,SilverPath Holdings LLC,SUPPLIER,India,REG-TR818NKK77,HIGH,2016-01-27,ACTIVE
VND-04403,Acuity Systems International,SUPPLIER,Germany,REG-TQ468YNN71,MEDIUM,2015-05-31,ACTIVE
VND-04404,LucentBridge Technologies Ltd,SUPPLIER,United States,REG-ZU995VZB31,LOW,2016-08-03,ACTIVE
VND-04405,PrimeAxis Corp Group,DISTRIBUTOR,United States,REG-RA642JOY39,CRITICAL,2023-04-20,BLACKLISTED
VND-04406,RedPoint Consulting,CONTRACTOR,United Kingdom,REG-RX908LYY96,LOW,2015-05-10,ACTIVE
VND-04407,LatticeCore Partners LLC,SUPPLIER,Canada,REG-LI681KYY18,MEDIUM,2016-12-22,ACTIVE
VND-04408,GlobalNex Corp LLC,DISTRIBUTOR,United States,REG-JF232ILD46,LOW,2023-04-16,ACTIVE
VND-04409,NorthBridge Supplies Holdings,CONTRACTOR,United Kingdom,REG-TJ373XRD37,MEDIUM,2020-12-28,ACTIVE
VND-04410,OmegaLink Systems LLC,CONTRACTOR,United Kingdom,REG-FT613THU86,LOW,2016-12-14,ACTIVE
VND-04411,HarborLight Services Inc,CONSULTANT,India,REG-YV783ULY04,LOW,2017-05-29,INACTIVE
VND-04412,Beta_Supplies Inc,MANUFACTURER,India,REG-GY576JRA57,MEDIUM,2019-08-14,ACTIVE
VND-04413,LatticeCore Partners Ltd,CONTRACTOR,India,REG-ZO055VEP12,LOW,2019-06-26,ACTIVE
VND-04414,Apex Solutions Group,DISTRIBUTOR,Netherlands,REG-NA644OKD94,LOW,2017-12-16,ACTIVE
VND-04415,LatticeCore Partners LLC,MANUFACTURER,Brazil,REG-BW056MQZ14,LOW,2015-08-12,ACTIVE
VND-04416,XpressCore Dynamics International,MANUFACTURER,France,REG-JF420RGB04,HIGH,2022-02-20,ACTIVE
VND-04417,PrimeAxis Corp Holdings,DISTRIBUTOR,China,REG-ID747PUF15,LOW,2022-06-04,ACTIVE
VND-04418,NexPoint Analytics International,CONSULTANT,Germany,REG-QQ919BZV85,LOW,2024-04-24,ACTIVE
VND-04419,VertiLink Distributors LLC,SERVICE_PROVIDER,Singapore,REG-UJ651UDI33,LOW,2016-12-28,ACTIVE
VND-04420,Epsilon_Group,SERVICE_PROVIDER,Canada,REG-TK143GEB22,LOW,2017-12-31,ACTIVE
VND-04421,PrimeAxis Corp Inc,DISTRIBUTOR,United States,REG-ST632DXR79,HIGH,2022-03-04,ACTIVE
